id,title,score,members,demographic,tags
7863,Que Será Será,,547.0,Seinen,"Slice of Life, Ecchi"
7875,Secret Journey,7.14,2511.0,,"Boys Love, Comedy, Fantasy, Supernatural, Erotica, Hentai"
7888,It's Only Love,7.39,3007.0,,"Boys Love, Comedy, Erotica"
7906,Zoophilia Syndrome,6.21,393.0,,Hentai
7908,Rari Rari Lunch,,145.0,,"Hentai, School"
7934,Yasuko and Kenji,7.36,1139.0,Shoujo,"Comedy, Romance, Delinquents, School"
7955,Buriki no Kanzume,7.15,936.0,Shoujo,"Romance, School"
7962,Twins,6.11,534.0,Shoujo,"Comedy, Drama, Romance, School"
7964,Idol no Akahon,6.81,644.0,Shounen,"Comedy, Slice of Life"
7966,99% Cacao,7.2,5192.0,Shoujo,
7968,Kono Koi ni Ichizu desu.,,126.0,Shoujo,Romance
7970,Hanasakeru Akutou,,48.0,Shoujo,
7983,Honnouteki Touka Koukan,,51.0,,"Boys Love, Erotica"
7984,Jewelry Designer wa Romanticist,,81.0,Shoujo,
7996,Deborah Is My Rival,6.77,346.0,Shoujo,Romance
8014,Yumemiru Kibun de,,42.0,Shoujo,Romance
8032,Stolen Hearts,,239.0,Shoujo,"Romance, School"
8037,Swan Lake,6.97,587.0,Shoujo,"Romance, Supernatural, School"
8045,Manatsu no Nureta Toiki,6.63,3487.0,Shoujo,Romance
8046,Sweet Enchantment,,237.0,Shoujo,"Romance, School"
8057,Hakoniwa,6.5,611.0,,"Boys Love, Comedy, Romance, Supernatural, Erotica"
8059,Eleven Soul,,465.0,Shounen,"Action, Romance, Sci-Fi, Mecha"
8060,Akuma Kari,,89.0,Shounen,"Action, Fantasy"
8067,SiraYuki PaniMix!,6.87,487.0,Shounen,Fantasy
8068,Chocolate - Maid Cafe,,270.0,,Comedy
8073,Kokoro ni Hoshi no Kagayaki wo,,82.0,Shoujo,"Romance, Historical"
8078,Neko Ramen,7.19,992.0,Shounen,"Comedy, Anthropomorphic, Gag Humor, Workplace"
8079,Bungu Tengoku,,34.0,,Anthropomorphic
8083,Doubutsu no Kame-chan,,31.0,,Anthropomorphic
8088,Honey kids,,237.0,Shoujo,Romance
8096,Shounen Harem,6.88,431.0,Shoujo,
8101,Shissou Holiday,6.53,2266.0,Seinen,"Drama, Mystery"
8103,Kokoro Scramble,,264.0,Shoujo,Romance
8109,Manga CVN73 USS George Washington,,110.0,,"Slice of Life, Military"
8117,Baby☆Ote wo Douzo,,198.0,Josei,"Romance, Ecchi"
8120,H ni Matsuwaru Etosetora,,46.0,Shoujo,
8124,I Want to Love and Be Loved More!,,65.0,Shoujo,
8127,Ren'ai Shiokinin!,,44.0,Shoujo,Romance
8129,Umi wo Koetemo Koi wo Suru,,49.0,Shoujo,Romance
8131,203-goushitsu no Jinko-san,,172.0,Shoujo,Mystery
8133,Bokura no Kaikata Oshiemasu,,61.0,Shoujo,Romance
8136,Kageki ni Junjouha,,37.0,Shoujo,
8139,HR,,43.0,,"Comedy, School"
8167,White Brand,6.55,446.0,,"Boys Love, Drama"
8168,Umimachi Diary,7.7,3782.0,Shoujo,"Award Winning, Drama, Slice of Life"
8179,Omoikkiri Oishii Otoko,,52.0,,"Boys Love, Erotica"
8187,Anisaki Yuna Kessakushuu,,116.0,Shoujo,Romance
8206,Ningyou no Ie,,171.0,,"Boys Love, Erotica"
8208,Catch Smile!,6.01,496.0,,"Boys Love, Erotica"
8209,Love Comedy - The Best Buddy,5.9,236.0,,"Boys Love, Erotica"
8213,Fuck S,,98.0,,"Boys Love, Erotica"
8214,Yasaotoko wa Venus,6.6,451.0,,"Boys Love, Erotica"
8216,Out,6.4,1177.0,,"Boys Love, Erotica"
8220,Slop Mansion ni Okaeri,,262.0,Shoujo,
8233,Dakenai Jikan,6.89,953.0,,"Boys Love, Erotica"
8296,Haruka 17,7.03,1262.0,Seinen,"Drama, Slice of Life, Showbiz"
8299,Recast,6.59,560.0,Shounen,"Action, Adventure, Fantasy"
8301,The End of Youth,7.01,1463.0,,"Boys Love, Erotica"
8304,Postal Worker Yagi-san,,63.0,,"Boys Love, Erotica"
8326,Harmful,,233.0,,"Boys Love, Horror, Erotica, Hentai"
8338,Ougon Honey,6.39,465.0,Shoujo,"Romance, School"
8344,Ohayou! Spank,,279.0,,"Award Winning, Comedy"
8349,Milk Shell,6.03,1070.0,,"Girls Love, Supernatural, Erotica, Hentai, School"
8353,Sayonara wo Arigatou,,103.0,Shoujo,Romance
8363,Choco Parfait,6.37,342.0,,"Comedy, Slice of Life, School"
8365,Princess Syndrome,,233.0,Shoujo,"Comedy, Fantasy, Romance"
8372,Omae no Toriko,6.31,345.0,,"Boys Love, Erotica"
8373,Cheap Chase,,273.0,,"Action, Boys Love, Erotica"
8400,Inu Catalog,6.64,689.0,,"Boys Love, Comedy, Drama, Erotica"
8402,Mezase Hero!,7.26,936.0,,"Boys Love, Slice of Life, Erotica, Detective"
8407,Liberamente,,533.0,,Slice of Life
8409,Mahoujikake no Atlas,,40.0,Shoujo,Fantasy
8410,Shizuku Yakata Goraiten,,34.0,Shoujo,Fantasy
8412,The Night You Slept Next to Me,,41.0,Shoujo,Romance
8413,"Kiss, Zekkou, Kiss: Bokura no Baai",7.11,370.0,Shoujo,"Drama, Romance, School"
8417,Love Machine: Etowa,7.12,1647.0,,"Boys Love, Sci-Fi, Erotica, Vampire"
8425,Angel Lip,7.02,733.0,Shoujo,Award Winning
8450,Suki na Hito.,,55.0,Shoujo,School
8454,Excelling at Falling in Love,,139.0,,"Boys Love, Erotica"
8456,½ Prince,7.87,33078.0,Shounen,"Action, Adventure, Comedy, Fantasy, Romance, Video Game"
8473,Promise,7.13,665.0,,"Comedy, Romance, School"
8479,Bad! Daddy,,62.0,,
8483,A Town Where You Live,7.88,72969.0,Shounen,"Drama, Romance, Ecchi, Love Polygon, School"
8494,The Legend of Heaven and Earth,,253.0,Shoujo,Fantasy
8504,Work In,7.41,4251.0,,"Boys Love, Romance, Erotica"
8506,The Rapeman,5.32,1474.0,Seinen,"Comedy, Erotica"
8511,Cinema no Teikoku,6.6,718.0,Josei,"Drama, Romance, Supernatural"
8516,PM 5:00 - Koi Ochiru Toki,,89.0,Shoujo,
8519,Yoru no Gakkou e Oide yo!,7.4,2886.0,Shoujo,"Romance, School"
8532,Southern Cross,,83.0,Shoujo,School
8555,Anata no Iro,6.04,445.0,,"Girls Love, School"
8559,This is Daisuke,,83.0,Shounen,Comedy
8563,Diotima,,280.0,,"Drama, Romance, Sci-Fi, Slice of Life, Psychological, Space"
8565,Detective Office H.G,,114.0,,Action
8572,Sui Tang Heroes,,103.0,,"Action, Historical"
8573,Mixed Vegetables,7.56,6513.0,Shoujo,"Comedy, Gourmet, Romance, Slice of Life"
8577,Angels' Wings,5.71,1046.0,,Girls Love
8578,Sumire wa Blue,6.92,1371.0,Shoujo,"Romance, Slice of Life"
8588,Red,,672.0,Seinen,"Award Winning, Drama"
8591,Tajikarao,,344.0,Seinen,Supernatural
8601,Peach!,,359.0,Seinen,"Comedy, Romance, Ecchi, Harem"
8635,Love Trial,6.82,1214.0,,"Boys Love, Erotica"
8643,Makuhari,,194.0,Shounen,"Comedy, School"
8711,Teito Onna Kisha Den - Sharaku,,83.0,Seinen,Historical
8713,Seishun Ichiban,,101.0,,Ecchi
8715,Oni: 2889-nen no Hanran,6.01,341.0,Seinen,Supernatural
8716,Omorai-kun,5.99,295.0,Shounen,Comedy
8727,Meru Meru Mail,7.16,1362.0,Shoujo,"Comedy, Romance, School"
8742,Ashita no Ousama,8.04,4781.0,Josei,Performing Arts
8748,Maid Machinegun,,245.0,,"Comedy, Slice of Life"
8751,Landreaall,,412.0,Josei,"Action, Adventure, Fantasy, Romance, Martial Arts"
8756,Shin Koutarou Makaritooru! Juudou-hen,7.47,522.0,Shounen,"Action, Ecchi, Martial Arts"
8769,Kage no Matsuri,6.28,793.0,Seinen,"Fantasy, Historical"
8771,Ai Ore! Love Me!,7.22,6266.0,Shoujo,"Comedy, Drama, Crossdressing, School"
8772,Mazinkaiser,6.27,614.0,Shounen,"Action, Sci-Fi, Mecha"
8773,Mazinger Z,6.59,5367.0,Shounen,"Action, Comedy, Sci-Fi, Mecha"
8809,Koi ni Oboreru Houkago,6.49,1112.0,,"Boys Love, Erotica"
8816,Weiß Side B,6.96,740.0,Josei,"Action, Adventure, Drama"
8844,Sotsugyou Zanshushiki,6.01,828.0,,"Horror, Hentai"
8846,Hello Harinezumi,7.22,463.0,Seinen,Mystery
8847,Nogizaka Haruka no Himitsu,7.31,3086.0,,"Comedy, Romance, Ecchi"
8853,Dragon FIst,,341.0,Shoujo,"Action, Martial Arts"
8871,Let's Be Romantic,,158.0,,Romance
8872,Fuan no Tane+,7.12,7226.0,Shounen,"Horror, Supernatural"
8885,unCassandra,7.28,6038.0,Shounen,"Action, Supernatural"
8893,Mouryou no Hako,7.29,2690.0,Seinen,"Horror, Mystery, Supernatural, Psychological"
8905,Rolling,,303.0,,"Boys Love, Comedy, School"
8919,Jihai,,276.0,Shoujo,"Action, Boys Love, Fantasy"
8920,Ghost Hunt Scramble!,,180.0,Shoujo,Supernatural
8921,Overclock - Once in a Blue Moon -,,66.0,Shoujo,
8931,Planet of Earthquake,,61.0,,"Boys Love, Erotica"
8935,Otodama: Voice from the Dead,,315.0,Shoujo,"Horror, Mystery, Psychological"
8939,Fantasy da yo!,,40.0,Shoujo,"Fantasy, Romance"
8940,Nature BAD,,33.0,Shoujo,Romance
8942,Kare to Kanojo to Garterbelt,,75.0,Shoujo,Romance
8956,Kimagure na Boku no Neko,6.36,531.0,,Boys Love
8960,Monk!,6.65,867.0,,"Action, Comedy, Ecchi, Martial Arts"
8965,Girl in Heels,6.9,1536.0,Shoujo,"Drama, Romance, Psychological, School"
8970,Classical Medley,,92.0,,Fantasy
8972,Koisuru Cupid,7.04,1731.0,,"Boys Love, Supernatural"
8975,Penguin Musume Max,,399.0,Seinen,"Comedy, Ecchi, Otaku Culture, School"
8977,Holy Brownie,,344.0,,"Comedy, Ecchi"
8978,Strike Witches: Aozora no Otome-tachi,,604.0,Seinen,"Action, Sci-Fi, Military"
9005,Dragon's Head,,73.0,Seinen,Action
9038,Sugars,6.81,446.0,Shoujo,Comedy
9039,Saijoukyuu Fortune,,95.0,,Boys Love
9040,Kimi dake ni Aisaretai,,357.0,Shoujo,"Drama, Romance"
9041,Really? Really! Remember Memories,7.04,661.0,Shounen,"Comedy, Romance, Love Polygon, School"
9052,Magic Boots,,85.0,Shoujo,"Comedy, Fantasy"
9058,Summer Love,6.13,224.0,,Romance
9072,Nogizaka Haruka no Himitsu,7.2,1146.0,,"Comedy, Romance"
9077,Konohana Link,6.54,607.0,,"Girls Love, Erotica"
9079,Dakara Boku wa Tameiki wo Tsuku,6.46,678.0,Josei,Drama
9080,Wedding Peach: Young Love,6.55,524.0,Shoujo,Romance
9089,We are Gorgeous,6.12,434.0,,"Boys Love, Erotica"
9095,Maeda Toshiie,,99.0,,"Drama, Historical"
9098,I Received a Bishounen,7.13,1071.0,Shoujo,Romance
9118,Show Me Everything in Your Heart,,206.0,Shoujo,Romance
9119,Beside You,,282.0,Shoujo,"Romance, Love Polygon"
9129,Mushi to Medama to Teddy Bear,6.97,2406.0,Seinen,"Comedy, Drama, Fantasy, Horror, Mystery, Romance, Supernatural, School"
9134,White Album,6.73,2317.0,,"Drama, Romance, Music"
9150,California Monogatari,7.19,782.0,Shoujo,"Drama, Slice of Life"
9164,Yankee Ai wo Chikau,,166.0,Shoujo,Drama
9176,Fairy,,136.0,Shoujo,"Drama, Mystery"
9182,Zero: Circle of Flow,6.55,1351.0,Seinen,"Action, Fantasy, Ecchi, Martial Arts"
9200,Suki dakedo!,6.86,1120.0,,"Boys Love, Erotica, School"
9216,Love & Beast,6.62,578.0,Shoujo,"Romance, School"
9244,Yami wa Tsudou,,217.0,Shoujo,"Horror, Mystery, Psychological"
9255,Ren'ai Choukyou - Host Yuugi,6.56,401.0,Shoujo,"Comedy, Drama, Romance"
9288,"Tada, Kimi wo Aishiteru",7.61,2949.0,Josei,"Romance, Slice of Life, Love Polygon, School, Visual Arts"
9291,Youth Survival,7.63,6983.0,Shoujo,
9300,Anniversary,6.01,564.0,,"Girls Love, Erotica"
9305,Cherish,6.04,367.0,,Girls Love
9310,Friends,6.16,311.0,,"Girls Love, Erotica"
9315,In Student's Meeting,6.41,1857.0,,"Girls Love, School"
9316,Keikakuteki Mama,6.42,550.0,,"Girls Love, Erotica, Hentai"
9317,Hitomi ni Kiss Shite...,6.19,306.0,,"Drama, Girls Love, Erotica"
9338,Princess Kaguya,6.21,418.0,,"Fantasy, Girls Love"
9346,Bisexual,,457.0,,"Boys Love, Comedy, Drama, Romance"
9364,Wedding Bells,6.14,432.0,,"Girls Love, Erotica"
9365,Whispers Under the Roses,6.18,429.0,,Girls Love
9376,Dragon's Heaven,,284.0,Seinen,"Action, Comedy, Ecchi, Martial Arts"
9393,Lady!!,7.13,707.0,Shoujo,"Drama, Romance, Historical"
9397,Suikoden 5 Anthology,7.27,400.0,,"Comedy, Fantasy, Parody"
9400,Mabinogi Staccato,,134.0,Seinen,"Adventure, Fantasy, School"
9419,Kuchibiru kara Magic,,75.0,Shoujo,"Comedy, Romance, Supernatural"
9465,Romance,,190.0,,"Boys Love, Erotica, Historical"
9479,Yuri Tengoku,6.39,1196.0,,"Drama, Girls Love, Romance, School"
9606,"Teasing the Fingers, Eyes, and Lips",6.73,436.0,,"Romance, Ecchi, School"
9615,Sarasah,7.33,2105.0,,"Comedy, Drama, Romance, Crossdressing, Historical"
9634,Tokyo B-Kyuu Girl!,,75.0,Shoujo,Romance
9641,Until You Wake Up,,35.0,Shoujo,"Romance, School"
9644,Love☆Me☆Baby,6.35,517.0,Shoujo,"Romance, School"
9646,Pure Love,,175.0,Shoujo,
9711,Bakuman。,8.37,184231.0,Shounen,"Comedy, Drama, Romance, Otaku Culture"
9718,Perfect Twin,6.9,1200.0,Seinen,"Romance, Supernatural, School"
9727,Out Code: Choujou Hanzai Tokumu Sousakan,6.94,997.0,Shounen,"Action, Fantasy, Mystery"
9732,Koibana Onsen,7.09,9630.0,Seinen,"Comedy, Romance, Ecchi"
9733,Loan Wolf,,102.0,Seinen,Comedy
9736,Kidou Senshi Z Gundam,6.8,556.0,Shounen,"Action, Sci-Fi, Mecha, Military, Space"
9738,Higurashi WHEN THEY CRY: Festival Accompanying Arc,8.17,11232.0,,"Drama, Horror, Mystery, Psychological"
9759,Ikasu Soutou Tengoku,,267.0,,"Comedy, Hentai"
9781,Hatsukoi Shinan,,300.0,Shoujo,Romance
9803,Angelique: Treasure - Angelique Comic Anthology,,157.0,,"Fantasy, Romance, Harem, Parody"
9806,Mahou Tsukai Tai!,6.57,599.0,,"Comedy, Drama, Fantasy, Supernatural, School"
9812,Escaflowne: Ishi no Kioku,,584.0,,"Adventure, Comedy, Fantasy, Isekai, Parody"
9816,Countach,,122.0,,"Romance, Slice of Life"
9825,Kiss x Kiss,,152.0,,Boys Love
9830,Joanne's Sundial,,46.0,Shoujo,Romance
9833,Mitsumeru Manazashi,,156.0,,"Boys Love, Drama, Romance, Erotica"
9847,Michael Keikaku,6.89,752.0,,Hentai
9854,Solomon no Akumu,6.24,303.0,,"Action, Mecha"
9868,Aoi Shiro: Kaeishou,6.2,1038.0,Shounen,"Drama, Girls Love, Mystery, Erotica"
9871,Wagahai wa Yome de Aru.,6.94,2225.0,Shoujo,Romance
9882,Magical Angel Creamy Mami,7.03,1249.0,Shoujo,"Comedy, Fantasy, Mahou Shoujo, Music"
9912,Itsumo Kimi wo Kanjiteru,6.88,600.0,,Hentai
9919,Flash Bang!,,204.0,,Hentai
9928,Battle Voyager,,51.0,Shounen,
9940,Rhapsody,6.36,366.0,,Hentai
9946,Boku to Imouto,6.24,347.0,,Hentai
9949,Hounyuu Hyakkei,,259.0,,Hentai
9950,Immorality Family,,167.0,,Hentai
9956,Pukupuku Ranmai,,161.0,,Hentai
9958,Round Shell,6.68,749.0,,Hentai
9970,"Ready, Go!",6.75,385.0,Shoujo,"Drama, Romance"
10027,Demashita! Powerpuff Girls Z,6.5,1298.0,Shoujo,"Action, Comedy, Super Power"
10072,Gekkou,,186.0,Shoujo,Fantasy
10086,Gokko,6.52,1950.0,Shoujo,Romance
10137,Kokoro Made Daite,6.64,302.0,,Romance
10155,Mamotte Shugogetten! Retrouvailles,,264.0,Shounen,"Comedy, Fantasy, Romance, Supernatural"
10343,Nudist,,120.0,,"Boys Love, Erotica"
10400,Rikugun Renai Shikan Gakkou,7.3,1439.0,,"Boys Love, Comedy, Erotica, Historical"
10420,Tantei wa Yume wo Miru ka,,32.0,Josei,Mystery
10428,Ultra Gash Inferno,6.47,3054.0,,"Avant Garde, Horror, Supernatural, Hentai"
10566,Parano,,27.0,,Romance
10598,Kara no Shounen,7.59,2386.0,Shoujo,"Drama, Fantasy, Romance, Supernatural, School"
10620,The God Game,6.87,1278.0,Shoujo,"Action, Drama, Fantasy, Romance, Supernatural, School"
10639,Tsukishin Shoukuin Quinmaster,,45.0,,"Action, Comedy, Fantasy, Sci-Fi, School"
10746,Phantom Thief Pokémon 7,6.46,1083.0,Shounen,Adventure
10762,After School Men's Harem,6.75,1209.0,,"Boys Love, Erotica"
10771,Hanayashiki no Juunin-tachi,6.53,1969.0,Shounen,"Comedy, Drama, Harem"
10790,Sono Hakui wo Nuide,6.43,1214.0,Shoujo,"Comedy, Drama, Romance"
10866,Wing,,80.0,,"Adventure, Fantasy, Romance, School"
10868,Yell for the Blue Sky,7.43,5073.0,Shoujo,"Drama, Romance, Sports, Music, School, Team Sports"
11014,Otona no Manner,7.02,2584.0,,"Boys Love, Slice of Life"
11039,Banner of the Stars,7.72,1097.0,,Sci-Fi
11085,Sweet Slave Scandal!; Junior Escort; Love Code; Crazy Star; Shining Moon,,175.0,,"Boys Love, Erotica"
11088,I Love My Sister's Boyfriend,6.02,1215.0,Shoujo,Romance
11139,Chuuousen Cinema Paradise,6.45,787.0,Shoujo,Comedy
11173,Sayasaya to,,103.0,Seinen,"Slice of Life, School"
11191,Taka wo Kukurouka,6.51,380.0,,"Boys Love, Romance, Erotica, School"
11209,Bodyguard of St. Valentine,,55.0,Shoujo,Romance
11210,Shinsetsu Bobobo-bo Bo-bobo,7.21,2042.0,Shounen,"Adventure, Comedy, Gag Humor, Parody"
11285,Kawaii Darling,6.51,288.0,,"Boys Love, Comedy, Erotica"
11327,One Outs,8.53,39270.0,Seinen,"Sports, Adult Cast, Psychological, Team Sports"
11333,Ingyaku Kanzokutou,5.86,1065.0,,"Horror, Hentai, Gore"
11428,Eden of The East,,610.0,,
11456,Kidd Pistols,,100.0,,"Adventure, Mystery"
11484,Strawberry Kiss,6.56,1376.0,Shoujo,
11550,Meister,7.03,1593.0,Shounen,"Comedy, Sports, School, Team Sports"
11557,Traumeister,6.74,852.0,Shounen,"Action, Comedy"
11575,Take Over Zone,7.29,1907.0,,"Boys Love, Sports, School"
11577,Stardust★Wink,7.31,15013.0,Shoujo,"Comedy, Drama, Romance, Harem, School"
11645,Sono Seiren naru Tsubuyaki wo,6.78,265.0,,"Boys Love, Slice of Life"
11653,Baka to Boing,6.36,6698.0,Seinen,"Comedy, Romance, Supernatural, Ecchi"
11690,18-sai no Kodou,6.48,1006.0,Shoujo,
11719,Barairo Mitsubachi,6.79,1278.0,,"Boys Love, Erotica"
11721,No Vacancy!!,,124.0,,Boys Love
11816,Beauty & Beast,6.49,510.0,,"Boys Love, Drama, Erotica"
11819,Love and Trap,7.09,3325.0,,"Boys Love, Romance, Erotica, School"
11842,Edith,7.04,809.0,Shoujo,"Boys Love, Comedy, Romance, Slice of Life, Erotica, School"
11861,Papaya Gundan★,6.48,616.0,,"Comedy, Drama, Girls Love, Romance, Slice of Life, Erotica"
11885,Hoshi no Goshujinsama,7.1,653.0,,Hentai
11903,Cherry,6.99,2222.0,,"Boys Love, Erotica"
11904,Hitomi kara Destiny,7.24,2829.0,Shoujo,"Fantasy, Romance"
11927,Tales from Earthsea,6.96,1178.0,,"Adventure, Fantasy"
11935,Reichourui Saikyou Densetsu: Gorio,6.88,529.0,Shounen,"Action, Romance, Ecchi, Martial Arts, School"
11962,Black-Winged Love,7.04,851.0,Shoujo,"Boys Love, Slice of Life, Erotica"
12096,Kimi wo Omofu,6.28,657.0,Shoujo,"Comedy, Drama, Pets"
12125,Camouflage Heaven,,245.0,,"Boys Love, Comedy, Erotica"
12149,Manabiya Sannin Kichisa,,171.0,Shoujo,"Comedy, School"
12166,Nippon Mukashibanashi,,253.0,,Historical
12179,Secret Heaven,6.56,724.0,,"Boys Love, Erotica"
12195,Pikapika Kachiku,,110.0,Josei,
12198,Like a First Love,7.04,1244.0,,Boys Love
12224,Kagakushitsu no Ouji,7.13,3757.0,,"Boys Love, Erotica, School"
12269,Hammer Session!,7.81,8298.0,Shounen,"Action, Comedy, Ecchi, School"
12286,Yumemiru July Cat,,52.0,Seinen,"Comedy, Romance, Slice of Life"
12295,Baka to Test to Shoukanjuu,7.88,9506.0,,"Comedy, Romance, Love Polygon, School"
12309,Arisa,7.52,18490.0,Shoujo,"Drama, Mystery, Psychological, School"
12374,Youkoso Lodoss-tou e!,,142.0,,"Adventure, Comedy, Fantasy, Romance, Parody"
12380,Mori no Kuma-san,5.99,334.0,,Comedy
12385,Alexandrite,7.3,789.0,Shoujo,Drama
12402,Shinu ni wa Ii Hi da,5.24,1174.0,,"Drama, Hentai"
12500,Koisuru Shunkan,,80.0,,Boys Love
12577,Shinigami to Chocolate Parfait,7.19,1843.0,Shounen,"Comedy, Fantasy, Ecchi, School"
12650,Armageddon,,187.0,Shounen,"Action, Adventure, Sci-Fi"
12667,Himegimi no Jouken,7.01,560.0,Shoujo,"Drama, Fantasy, Romance"
12672,Saitama Chainsaw Shoujo,5.44,5754.0,Seinen,"Action, Drama, Psychological, School"
12681,Harukanaru Toki no Naka de 4: Hajimari no Sho,,410.0,Shoujo,"Fantasy, Romance, Isekai, Time Travel"
12713,Red,7.78,5304.0,Seinen,"Action, Adventure, Drama, Historical"
12786,All Bases Loaded!,,98.0,,"Boys Love, Sports, Team Sports"
12793,Blassreiter Genetic,6.64,1059.0,Shounen,"Action, Drama, Horror, Sci-Fi, Supernatural, Ecchi"
12848,Needle Sword and Rice Bowl Boat,,186.0,,"Boys Love, Historical"
12872,Angelique,,250.0,Shoujo,
12890,Xiphos - Shinsekai no Bohyou,,65.0,Shounen,"Action, Adventure, Fantasy"
12955,Mori no Asagao,,350.0,Seinen,"Award Winning, Drama, Slice of Life, Detective, Psychological"
12983,Boku no Kichiku Megane,6.62,1594.0,,"Boys Love, Erotica, School"
13055,Gangster Hero,6.91,983.0,,Comedy
13065,"Love Stealing, Thief",,85.0,,Romance
13099,Bitou Lollipop,7.4,4127.0,Shoujo,"Comedy, Romance, Slice of Life"
13192,Sazae-san,6.64,863.0,,"Comedy, Slice of Life"
13205,Closet,,90.0,,
13207,Tanjou!,,192.0,Shoujo,"Drama, School"
13214,It's a Summer Vacation Everyday,,74.0,Shoujo,Comedy
13215,Across a Gold Prairie,,150.0,Shoujo,
13236,Before Dawn,,198.0,Shoujo,Drama
13243,Milky Boy,,356.0,Shoujo,"Drama, Romance"
13251,G-School,,363.0,Shounen,"Action, Comedy, Fantasy"
13380,Love>Rush,,172.0,,"Boys Love, Erotica"
13436,Kimi ga Suki Plus,7.1,1896.0,Shoujo,"Drama, Romance"
13483,The Place Where You Are,6.73,425.0,,"Boys Love, Romance, Slice of Life, Erotica"
13484,The Tale of First Love,6.9,966.0,,"Boys Love, Erotica, School"
13566,New National Kid,5.86,2229.0,Seinen,Horror
13627,Otonosama Gorankou,6.43,434.0,,"Boys Love, Erotica"
13629,Goshuushou-sama Ninomiya-kun,7.15,1087.0,,"Comedy, Ecchi"
13638,Seiyou Kottou Yougashiten dj,7.39,953.0,,"Boys Love, Comedy, Drama, Slice of Life, Erotica"
13644,She Scares Me,7.14,2597.0,Shoujo,"Action, Comedy, Romance, School"
13675,Maid Shokun!,,422.0,Seinen,"Romance, Slice of Life"
13688,Purusatia no Densetsu,7.04,278.0,Shoujo,"Drama, Romance"
13720,Wahhaman,,376.0,Seinen,Action
13793,Hidoku Shinaide dj - Yasashiku Shinaide,7.62,2620.0,,"Boys Love, Erotica"
13805,Hitoriga,6.69,754.0,,"Hentai, School"
13908,Shinyaku Ookami ga Kuru!,7.25,1587.0,Shounen,"Action, Comedy, Romance, Supernatural"
13961,Thief of Rose,,282.0,,"Boys Love, Comedy, Erotica, Crossdressing"
14078,Ouma ga Toki no Karasu Otoko,,44.0,,"Boys Love, Fantasy"
14109,Change Boy,6.01,486.0,Shounen,"Comedy, Romance, Supernatural"
14170,Cherries Fight,7.13,3350.0,Shoujo,Romance
14236,Love So Life,8.29,61990.0,Shoujo,"Romance, Childcare"
14259,Gichigichi-kun,6.2,1140.0,Seinen,"Horror, Supernatural, School"
14280,Red and Black Commandments,6.34,289.0,,"Boys Love, Erotica"
14308,Shitsuji wa Oose no Mama ni,6.97,1896.0,,"Boys Love, Erotica"
14326,You're Candy,6.83,400.0,Shoujo,Romance
14368,Shiritsu Horitsuba Gakuen,7.57,3607.0,Shounen,"Comedy, Fantasy, School"
14445,Hokuto no Ken Rei Gaiden: Karei naru Fukushuusha,6.59,511.0,Seinen,"Action, Adventure, Fantasy, Martial Arts"
14460,Lecture,,91.0,Shoujo,Boys Love
14471,Ijiwaru na Kamisama,5.34,977.0,,Girls Love
14635,Momonchi,6.94,1884.0,Seinen,"Drama, Slice of Life, School"
14664,Chou Dokyuu Shoujo 4946,7.25,4981.0,Shounen,"Action, Comedy, Romance, Supernatural"
14676,Ruby Blood,6.17,320.0,Shoujo,"Drama, Supernatural, Vampire"
14678,Boku x Kano,6.78,2306.0,Shounen,"Comedy, Romance, Ecchi, Crossdressing, School"
14775,Shouta no Sushi,,339.0,Shounen,"Action, Award Winning, Comedy, Gourmet"
14836,J1,,60.0,Shoujo,Action
14897,Oyayubisagashi,6.89,1463.0,,"Horror, Mystery, Supernatural, Psychological"
14958,Raped Mother,6.36,365.0,,Hentai
14972,Harumination,,263.0,,"Comedy, Sci-Fi, Slice of Life, School"
15004,Japanese Big Bust party,,282.0,,Hentai
15012,Railroad,6.67,456.0,Shoujo,Slice of Life
15063,Black Nurse Maya,,174.0,,Hentai
15084,Minna! Esper da yo!,6.76,913.0,Seinen,"Comedy, Sci-Fi"
15091,Butterfly 69,6.95,2240.0,,"Drama, Girls Love, Erotica"
15189,Seishun Pop!,6.82,14456.0,Seinen,"Drama, Romance, Ecchi, Music, School"
15232,Watashi wo Heaven e Tsuretette!!,6.58,253.0,,Hentai
15258,Megami no Karnaval,,369.0,,"Action, Fantasy, Ecchi"
15274,Captain Tsubasa: Road to 2002 - F.C.R.B. Stadium Opening Match,6.49,439.0,Seinen,"Sports, Team Sports"
15313,Livingstone,7.38,10169.0,Seinen,Supernatural
15316,Chotto Edo Made,,447.0,Shoujo,
15322,The Boundary Line of Love Between Two and Three,,222.0,Seinen,"Romance, Harem"
15349,Shippuu Tengoku: Kaze no Klonoa,,285.0,Kids,"Action, Adventure, Comedy, Fantasy, Anthropomorphic"
15380,Shin Kurosagi,7.31,731.0,Seinen,Drama
15381,SoltyRei - The Red Lady,6.49,602.0,Shounen,"Drama, Sci-Fi, Mecha"
15404,Into Darkness,6.19,2565.0,,Horror
15435,Smile Himiko-san,,123.0,Shoujo,"Comedy, Romance, School"
15446,Shinohara Chie The Best Selection,,219.0,Josei,
15544,Canned Happiness,6.57,504.0,Shoujo,"Romance, Slice of Life, School"
15551,Strange Traditional Academy,,91.0,Shoujo,"Comedy, Romance, Martial Arts"
15651,Ohisama Egao,6.41,430.0,Shoujo,"Comedy, Romance"
